Course ID,Subject,Catalog,Rq Group,Line,Line Type,Min Units,Min Course,Rqs Typ,Rqrmnt,Cond Code,Operator,Value,Acad Group,Subject,Catalog,Ptrn Type,Course ID,Trnsfr Lvl,Test Crdt,Othr Crdt,Min Points,Min Units,Incl Equiv,Term,Assoc,Conn,Parenth,Test ID,Component,Score,Max Age,Select Method,Rpt Descr,Description
8319,CNST,4060,2592,20,CRSE,0,0,PRE,,,,,,,,SMPL,8317,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8319,CNST,4060,2592,30,CRSE,0,0,PRE,,,,,,,,SMPL,8312,ALL,Y,Y,0,0,N,,0,AND,,,,0,0,,,
8320,CNST,4150,6128,10,CRSE,0,0,PRE,,,,,,,,SMPL,8312,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8320,CNST,4150,6128,20,CRSE,0,0,PRE,,,,,,,,SMPL,8313,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8320,CNST,4150,6128,30,CRSE,0,0,PRE,,,,,,,,SMPL,8317,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8321,CNST,4200,2593,40,CRSE,0,0,PRE,,,,,,,,SMPL,8317,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8321,CNST,4200,2593,50,CRSE,0,0,PRE,,,,,,,,SMPL,10719,ALL,Y,Y,2,0,Y,,0,AND,,,,0,0,,,
8322,CNST,4340,2594,10,CRSE,0,0,PRE,,,,,,,,SMPL,8317,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8323,CNST,4410,2595,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8324,CNST,4760,2596,10,CRSE,0,0,PRE,,,,,,,,SMPL,7856,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8324,CNST,4760,2596,20,CRSE,0,0,PRE,,,,,,,,SMPL,8316,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8324,CNST,4760,2596,30,CRSE,0,0,PRE,,,,,,,,SMPL,10468,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
8324,CNST,4760,2596,40,CRSE,0,0,PRE,,,,,,,,SMPL,56888,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8325,CNST,4800,2599,10,COND,0,0,,,LVL,GE,40,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8325,CNST,4800,2599,40,CRSE,0,0,PRE,,,,,,,,SMPL,8316,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8325,CNST,4800,2599,50,CRSE,0,0,PRE,,,,,,,,SMPL,10966,ALL,Y,Y,2,0,Y,,0,AND,,,,0,0,,,
8326,CNST,4820,2606,10,COND,0,0,,,LVL,NE,10,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8326,CNST,4820,2606,20,COND,0,0,,,LVL,NE,20,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8326,CNST,4820,2606,30,COND,0,0,,,LVL,NE,30,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8326,CNST,4820,2606,40,COND,0,0,,,PL,IN,16,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,(,,,0,0,,,
8326,CNST,4820,2606,50,COND,0,0,,,PL,IN,18,,,,SMPL,,ALL,Y,Y,0,0,,,0,OR,,,,0,0,,,
8326,CNST,4820,2606,60,COND,0,0,,,PL,IN,19,,,,SMPL,,ALL,Y,Y,0,0,,,0,OR,,,,0,0,,,
8326,CNST,4820,2606,70,COND,0,0,,,PL,EQ,CNSTBSCM,,,,SMPL,,ALL,Y,Y,0,0,,,0,OR,,,,0,0,,,
8326,CNST,4820,2606,80,COND,0,0,,,PL,IN,24,,,,SMPL,,ALL,Y,Y,0,0,,,0,OR,),,,0,0,,,
8326,CNST,4820,2606,90,COND,0,0,,,PL,NI,3,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8327,CNST,4850,2607,10,CRSE,0,0,PRE,,,,,,,,SMPL,7856,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8327,CNST,4850,2607,20,CRSE,0,0,PRE,,,,,,,,SMPL,8316,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8327,CNST,4850,2607,30,CRSE,0,0,PRE,,,,,,,,SMPL,58330,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8328,CNST,4860,2608,10,CRSE,0,0,PRE,,,,,,,,SMPL,8317,ALL,Y,Y,2,0,Y,,0,,,,,0,0,,,
8329,CNST,4360,2609,10,CRSE,0,0,PRE,,,,,,,,SMPL,8307,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8329,CNST,4360,2609,30,CRSE,0,0,PRE,,,,,,,,SMPL,8311,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8330,CNST,4880,2610,30,CRSE,0,0,PRE,,,,,,,,SMPL,8317,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8331,CNST,4890,2611,10,CRSE,0,0,PRE,,,,,,,,SMPL,8317,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8331,CNST,4890,2611,20,CRSE,0,0,PRE,,,,,,,,SMPL,8321,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8331,CNST,4890,2611,30,CRSE,0,0,PRE,,,,,,,,SMPL,8324,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
8331,CNST,4890,2611,40,CRSE,0,0,PRE,,,,,,,,SMPL,7861,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8331,CNST,4890,2611,50,CRSE,0,0,PRE,,,,,,,,SMPL,8325,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
8331,CNST,4890,2611,60,CRSE,0,0,CO,,,,,,,,SMPL,8325,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8331,CNST,4890,2611,70,CRSE,0,0,PRE,,,,,,,,SMPL,8327,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
8331,CNST,4890,2611,110,CRSE,0,0,PRE,,,,,,,,SMPL,7859,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8332,CNST,4980,2612,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8394,CONE,2210,2340,10,CRSE,0,0,PRE,,,,,,,,SMPL,10755,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8394,CONE,2210,2340,20,COND,0,0,,,PL,NI,3,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8395,CONE,4160,2348,10,CRSE,0,0,PRE,,,,,,,,SMPL,8032,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8396,CONE,4170,2349,10,CRSE,0,0,PRE,,,,,,,,SMPL,8067,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8396,CONE,4170,2349,20,CRSE,0,0,CO,,,,,,,,SMPL,8067,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8396,CONE,4170,2349,30,CRSE,0,0,PRE,,,,,,,,SMPL,8395,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8397,CONE,4500,2351,10,COND,0,0,,,LVL,NE,10,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8397,CONE,4500,2351,20,COND,0,0,,,LVL,NE,20,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8397,CONE,4500,2351,30,COND,0,0,,,LVL,NE,30,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8398,CONE,4820,3751,10,COND,0,0,,,LVL,NE,10,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8398,CONE,4820,3751,20,COND,0,0,,,LVL,NE,20,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8398,CONE,4820,3751,30,COND,0,0,,,LVL,NE,30,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8398,CONE,4820,3751,40,COND,0,0,,,PL,IN,16,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,(,,,0,0,,,
8398,CONE,4820,3751,50,COND,0,0,,,PL,IN,18,,,,SMPL,,ALL,Y,Y,0,0,,,0,OR,,,,0,0,,,
8398,CONE,4820,3751,60,COND,0,0,,,PL,IN,19,,,,SMPL,,ALL,Y,Y,0,0,,,0,OR,,,,0,0,,,
8398,CONE,4820,3751,70,COND,0,0,,,PL,EQ,CNSTBSCM,,,,SMPL,,ALL,Y,Y,0,0,,,0,OR,,,,0,0,,,
8398,CONE,4820,3751,80,COND,0,0,,,PL,IN,24,,,,SMPL,,ALL,Y,Y,0,0,,,0,OR,),,,0,0,,,
8398,CONE,4820,3751,90,COND,0,0,,,PL,NI,3,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8399,CONE,4890,2367,10,COND,0,0,,,LVL,NE,10,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8399,CONE,4890,2367,20,COND,0,0,,,LVL,NE,20,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8399,CONE,4890,2367,30,COND,0,0,,,LVL,NE,30,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8404,COOP,2700,1392,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8405,COOP,3700,1393,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8414,COUN,4000,4088,10,COND,0,0,,,PR,NE,NDG,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8415,COUN,4010,3385,10,CRSE,0,0,PRE,,,,,,,,SMPL,58289,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8415,COUN,4010,3385,20,CRSE,0,0,PRE,,,,,,,,SMPL,9002,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8415,COUN,4010,3385,30,CRSE,0,0,PRE,,,,,,,,SMPL,8999,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8415,COUN,4010,3385,40,COND,0,0,,,CGA,GE,2.75,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8415,COUN,4010,3385,50,COND,0,0,,,PR,NE,NDG,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8502,CRP,4600,156,10,COND,0,0,,,LVL,GE,40,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8503,CRP,4700,157,10,COND,0,0,,,LVL,GE,40,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8504,CRP,4800,158,10,COND,0,0,,,LVL,GE,40,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8521,CRP,4000,154,10,COND,0,0,,,LVL,GE,40,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8522,CRP,4500,155,10,COND,0,0,,,LVL,GE,40,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8531,CSCI,1500,1632,10,RQ,0,0,PRE,7,,,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8532,CSCI,1500,1632,10,RQ,0,0,PRE,7,,,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8534,CSCI,1620,1634,10,CRSE,0,0,PRE,,,,,,,,SMPL,8533,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8534,CSCI,1620,1634,20,CRSE,0,0,PRE,,,,,,,,SMPL,54225,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8534,CSCI,1620,1634,30,CRSE,0,0,PRE,,,,,,,,SMPL,10754,ALL,Y,Y,1.67,0,Y,,0,AND,(,,,0,0,,,
8534,CSCI,1620,1634,40,CRSE,0,0,PRE,,,,,,,,SMPL,10755,ALL,Y,Y,1.67,0,Y,,0,OR,),,,0,0,,,
8539,CSCI,2240,1635,10,CRSE,0,0,PRE,,,,,,,,SMPL,8534,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8545,CSCI,2510,1637,10,CRSE,0,0,PRE,,,,,,,,SMPL,8539,ALL,Y,Y,1.67,0,Y,,0,,,,,0,0,,,
8545,CSCI,2510,1637,20,COND,0,0,,,PR,NE,NDG,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8547,CSCI,3710,1653,10,CRSE,0,0,CO,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8547,CSCI,3710,1653,20,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8555,CSCI,2840,1638,10,CRSE,0,0,PRE,,,,,,,,SMPL,8539,ALL,Y,Y,1.67,0,Y,,0,,,,,0,0,,,
8556,CSCI,2850,1641,10,CRSE,0,0,PRE,,,,,,,,SMPL,8534,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8556,CSCI,2850,1641,20,CRSE,0,0,PRE,,,,,,,,SMPL,8539,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8557,CIST,2910,1594,10,CRSE,0,0,PRE,,,,,,,,SMPL,54225,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8558,CSCI,2980,8607,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8558,CSCI,2980,8607,20,CRSE,0,0,PRE,,,,,,,,SMPL,8534,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8559,CSCI,3100,1643,10,CRSE,0,0,PRE,,,,,,,,SMPL,10760,ALL,Y,Y,1.67,0,Y,,0,,(,,,0,0,,,
8559,CSCI,3100,1643,20,CRSE,0,0,PRE,,,,,,,,SMPL,10761,ALL,Y,Y,1.67,0,Y,,0,OR,,,,0,0,,,
8559,CSCI,3100,1643,30,CRSE,0,0,PRE,,,,,,,,SMPL,10764,ALL,Y,Y,1.67,0,Y,,0,OR,),,,0,0,,,
8564,CSCI,3300,1645,10,CRSE,0,0,PRE,,,,,,,,SMPL,10756,ALL,Y,Y,1.67,0,Y,,0,,,,,0,0,,,
8565,CSCI,3320,1646,10,CRSE,0,0,PRE,,,,,,,,SMPL,8534,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8565,CSCI,3320,1646,20,CRSE,0,0,PRE,,,,,,,,SMPL,10760,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
8565,CSCI,3320,1646,30,CRSE,0,0,PRE,,,,,,,,SMPL,8541,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
8565,CSCI,3320,1646,40,CRSE,0,0,PRE,,,,,,,,SMPL,55949,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8567,CSCI,3660,1651,10,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8568,CSCI,3830,1655,10,CRSE,0,0,PRE,,,,,,,,SMPL,8534,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8571,CSCI,4000,8608,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8573,CSCI,4150,1656,10,CRSE,0,0,PRE,,,,,,,,SMPL,10760,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8574,CSCI,4220,1661,10,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8574,CSCI,4220,1661,20,CRSE,0,0,PRE,,,,,,,,SMPL,8567,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8575,CSCI,4250,1664,10,CRSE,0,0,PRE,,,,,,,,SMPL,8596,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8575,CSCI,4250,1664,20,CRSE,0,0,CO,,,,,,,,SMPL,8596,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8576,CSCI,4260,1679,10,CRSE,0,0,PRE,,,,,,,,SMPL,8575,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8576,CSCI,4260,1679,20,CRSE,0,0,PRE,,,,,,,,SMPL,8596,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8577,CSCI,4300,1680,10,CRSE,0,0,PRE,,,,,,,,SMPL,10762,ALL,Y,Y,1.67,0,Y,,0,,,,,0,0,,,
8578,CSCI,4310,1682,10,CRSE,0,0,PRE,,,,,,,,SMPL,10762,ALL,Y,Y,1.67,0,Y,,0,,,,,0,0,,,
8578,CSCI,4310,1682,20,CRSE,0,0,PRE,,,,,,,,SMPL,10803,ALL,Y,Y,1.67,0,Y,,0,AND,(,,,0,0,,,
8578,CSCI,4310,1682,30,CRSE,0,0,PRE,,,,,,,,SMPL,12733,ALL,Y,Y,1.67,0,Y,,0,OR,),,,0,0,,,
8579,CSCI,4350,1686,20,CRSE,0,0,PRE,,,,,,,,SMPL,8547,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8579,CSCI,4350,1686,30,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,AND,),,,0,0,,,
8579,CSCI,4350,1686,50,CRSE,0,0,PRE,,,,,,,,SMPL,8627,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
8580,CYBR,4360,1606,10,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8580,CYBR,4360,1606,20,CRSE,0,0,PRE,,,,,,,,SMPL,8627,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
8580,CYBR,4360,1606,30,CRSE,0,0,PRE,,,,,,,,SMPL,10532,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8581,CYBR,3370,1607,10,CRSE,0,0,PRE,,,,,,,,SMPL,8534,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8581,CYBR,3370,1607,20,CRSE,0,0,PRE,,,,,,,,SMPL,8539,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8582,CSCI,4380,1687,10,CRSE,0,0,PRE,,,,,,,,SMPL,10438,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8582,CSCI,4380,1687,20,CRSE,0,0,PRE,,,,,,,,SMPL,8008,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8582,CSCI,4380,1687,30,CRSE,0,0,PRE,,,,,,,,SMPL,8590,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
8582,CSCI,4380,1687,40,CRSE,0,0,PRE,,,,,,,,SMPL,10532,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8582,CSCI,4380,1687,50,CRSE,0,0,PRE,,,,,,,,SMPL,8010,ALL,Y,Y,0,0,Y,,0,AND,(,,,0,0,,,
8582,CSCI,4380,1687,60,CRSE,0,0,PRE,,,,,,,,SMPL,8581,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8583,CSCI,4440,1700,10,CRSE,0,0,PRE,,,,,,,,SMPL,8587,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8583,CSCI,4440,1700,20,CRSE,0,0,CO,,,,,,,,SMPL,8587,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8584,CSCI,4450,1703,10,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8585,CSCI,4470,1707,10,CRSE,0,0,PRE,,,,,,,,SMPL,8534,ALL,Y,Y,1.67,0,Y,,0,,,,,0,0,,,
8585,CSCI,4470,1707,20,CRSE,0,0,PRE,,,,,,,,SMPL,10762,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8586,CSCI,4480,1710,10,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,1.67,0,Y,,0,,,,,0,0,,,
8587,CSCI,4500,1803,10,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8587,CSCI,4500,1803,20,CRSE,0,0,PRE,,,,,,,,SMPL,10755,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8587,CSCI,4500,1803,30,CRSE,0,0,PRE,,,,,,,,SMPL,8579,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8587,CSCI,4500,1803,60,CRSE,0,0,PRE,,,,,,,,SMPL,8547,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8588,CSCI,4510,1804,10,CRSE,0,0,PRE,,,,,,,,SMPL,8587,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8590,CSCI,3550,1648,50,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8591,CSCI,4560,1817,10,CRSE,0,0,PRE,,,,,,,,SMPL,10764,ALL,Y,Y,1.67,0,Y,,0,,(,,,0,0,,,
8591,CSCI,4560,1817,20,CRSE,0,0,PRE,,,,,,,,SMPL,10760,ALL,Y,Y,1.67,0,Y,,0,OR,,,,0,0,,,
8591,CSCI,4560,1817,30,CRSE,0,0,PRE,,,,,,,,SMPL,55949,ALL,Y,Y,1.67,0,Y,,0,OR,),,,0,0,,,
8592,CSCI,4620,1820,10,CRSE,0,0,PRE,,,,,,,,SMPL,10529,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8592,CSCI,4620,1820,20,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8593,CSCI,4660,1825,10,CRSE,0,0,PRE,,,,,,,,SMPL,10760,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8594,CSCI,4700,1829,10,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8594,CSCI,4700,1829,20,CRSE,0,0,PRE,,,,,,,,SMPL,8574,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8595,CSCI,4760,1833,10,CRSE,0,0,PRE,,,,,,,,SMPL,10772,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8595,CSCI,4760,1833,20,CRSE,0,0,PRE,,,,,,,,SMPL,10803,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8596,CSCI,4830,1835,10,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8597,CSCI,4850,1838,10,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8598,BIOI,4870,1512,10,CRSE,0,0,PRE,,,,,,,,SMPL,8565,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8599,CSCI,4890,1842,10,CRSE,0,0,PRE,,,,,,,,SMPL,10530,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8599,CSCI,4890,1842,20,CRSE,0,0,PRE,,,,,,,,SMPL,8597,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
8600,CSCI,4900,1845,10,CRSE,0,0,PRE,,,,,,,,SMPL,8534,ALL,Y,Y,1.67,0,Y,,0,,,,,0,0,,,
8600,CSCI,4900,1845,20,CRSE,0,0,PRE,,,,,,,,SMPL,8556,ALL,Y,Y,1.67,0,Y,,0,AND,,,,0,0,,,
8600,CSCI,4900,1845,30,CRSE,0,0,PRE,,,,,,,,SMPL,8596,ALL,Y,Y,1.67,0,Y,,0,AND,,,,0,0,,,
8601,CSCI,4950,8613,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8602,CSCI,4980,1850,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8603,CSCI,4990,1853,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8701,CYAF,2220,2057,10,COND,0,0,,,LVL,NE,10,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8703,CYAF,3220,2058,10,CRSE,0,0,PRE,,,,,,,,SMPL,8701,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8715,CYAF,4580,2066,10,COND,0,0,,,LVL,NE,10,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8715,CYAF,4580,2066,20,COND,0,0,,,LVL,NE,20,,,,SMPL,,ALL,Y,Y,0,0,,,0,AND,,,,0,0,,,
8734,THEA,1210,6943,10,COND,0,0,,,PR,NE,NDG,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8747,THEA,2320,1930,10,CRSE,0,0,PRE,,,,,,,,SMPL,8746,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8748,THEA,2630,1932,10,CRSE,0,0,PRE,,,,,,,,SMPL,8740,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8750,THEA,2820,1933,10,RQ,0,0,PRE,2,,,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8751,THEA,3020,1936,10,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8755,THEA,4430,1962,10,CRSE,0,0,PRE,,,,,,,,SMPL,8737,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8755,THEA,4430,1962,20,CRSE,0,0,PRE,,,,,,,,SMPL,8740,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8755,THEA,4430,1962,30,CRSE,0,0,PRE,,,,,,,,SMPL,8746,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8755,THEA,4430,1962,40,CRSE,0,0,PRE,,,,,,,,SMPL,8747,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8755,THEA,4430,1962,50,CRSE,0,0,PRE,,,,,,,,SMPL,8749,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8755,THEA,4430,1962,60,CRSE,0,0,PRE,,,,,,,,SMPL,8750,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8756,THEA,4550,11334,10,CRSE,0,0,PRE,,,,,,,,SMPL,12945,ALL,Y,Y,0,0,Y,,0,,(,,,0,0,,,
8756,THEA,4550,11334,20,CRSE,0,0,PRE,,,,,,,,SMPL,12946,ALL,Y,Y,0,0,Y,,0,OR,,,,0,0,,,
8756,THEA,4550,11334,30,CRSE,0,0,PRE,,,,,,,,SMPL,12949,ALL,Y,Y,0,0,Y,,0,OR,),,,0,0,,,
8757,THEA,3610,1938,10,CRSE,0,0,PRE,,,,,,,,SMPL,8737,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8758,THEA,3660,1939,10,CRSE,0,0,PRE,,,,,,,,SMPL,8740,ALL,Y,Y,0,0,Y,,0,,,,,0,0,,,
8758,THEA,3660,1939,20,CRSE,0,0,PRE,,,,,,,,SMPL,8731,ALL,Y,Y,0,0,Y,,0,AND,,,,0,0,,,
8760,THEA,4010,1945,20,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
8761,THEA,4020,1946,20,COND,0,0,,,PL,NE,,,,,SMPL,,ALL,Y,Y,0,0,,,0,,,,,0,0,,,
